Товар,Тег,Тип,Описание,RAG_Text
"Сушильная машина 8кг,техника,техника,Конденсационная сушилка для белья на 8 кг,""Сушильная машина 8кг. Категория: техника. Тип: техника. Подходит для: быта, облегчения домашних дел, практичного подарка. Конденсационная сушилка для белья на 8 кг"""
"Паровой утюг,техника,уход,Высокотехнологичный паровой утюг,""Паровой утюг. Категория: техника. Тип: уход. Подходит для: быта, облегчения домашних дел, практичного подарка. Высокотехнологичный паровой утюг"""
"Гладильная система,техника,уход,Профессиональное устройство для глажки,""Гладильная система. Категория: техника. Тип: уход. Подходит для: быта, облегчения домашних дел, практичного подарка. Профессиональное устройство для глажки"""
"Зарядная станция для электромобилей,техника,автотовары,Стационарная зарядная станция для электрокаров,""Зарядная станция для электромобилей. Категория: техника. Тип: автотовары. Подходит для: быта, облегчения домашних дел, практичного подарка. Стационарная зарядная станция для электрокаров"""
"Витрина мебельная,дом,мебель,Стильная витрина для гостиной,""Витрина мебельная. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Стильная витрина для гостиной"""
"Комод вместительный,дом,мебель,Вместительный комод для спальни,""Комод вместительный. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Вместительный комод для спальни"""
"Садовая мебель обеденная,дом,мебель,Комплект обеденной мебели для сада,""Садовая мебель обеденная. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Комплект обеденной мебели для сада"""
"Кресло руководителя,дом,мебель,Эргономичное кожаное кресло,""Кресло руководителя. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Эргономичное кожаное кресло"""
"Диван-кровать складной,дом,мебель,Удобный складной диван с функцией кровати,""Диван-кровать складной. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Удобный складной диван с функцией кровати"""
"Кресло для отдыха,дом,мебель,Комфортное кресло для отдыха и просмотра ТВ,""Кресло для отдыха. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Комфортное кресло для отдыха и просмотра ТВ"""
"Телевизор 43"",электроника,телевизор,Экран телевизора диагональю 43 дюйма,""Телевизор 43"""". Категория: электроника. Тип: телевизор. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Экран телевизора диагональю 43 дюйма"""
"Телевизор 50"",электроника,телевизор,Экран телевизора диагональю 50 дюймов,""Телевизор 50"""". Категория: электроника. Тип: телевизор. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Экран телевизора диагональю 50 дюймов"""
"Телевизор 55"",электроника,телевизор,Экран телевизора диагональю 55 дюймов,""Телевизор 55"""". Категория: электроника. Тип: телевизор. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Экран телевизора диагональю 55 дюймов"""
"Телевизор 65"",электроника,телевизор,Экран телевизора диагональю 65 дюймов,""Телевизор 65"""". Категория: электроника. Тип: телевизор. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Экран телевизора диагональю 65 дюймов"""
"Вентилятор дизайнерский 60"",дом,техника,Потолочный вентилятор со сменными лопастями и пультом,""Вентилятор дизайнерский 60"""". Категория: дом. Тип: техника. Подходит для: уюта, интерьера, новоселья. Потолочный вентилятор со сменными лопастями и пультом"""
"Вентилятор со скрытыми лопастями,дом,техника,Потолочный вентилятор со скрытыми лопастями и светом,""Вентилятор со скрытыми лопастями. Категория: дом. Тип: техника. Подходит для: уюта, интерьера, новоселья. Потолочный вентилятор со скрытыми лопастями и светом"""
"Очиститель-вентилятор,дом,техника,Безлопастной вентилятор с функцией очистки воздуха,""Очиститель-вентилятор. Категория: дом. Тип: техника. Подходит для: уюта, интерьера, новоселья. Безлопастной вентилятор с функцией очистки воздуха"""
"Воздухоохладитель цифровой,дом,техника,Цифровой климатический комплекс (охладитель),""Воздухоохладитель цифровой. Категория: дом. Тип: техника. Подходит для: уюта, интерьера, новоселья. Цифровой климатический комплекс (охладитель)"""
"Шатер 2х2м,туризм,путешествия,Складной шатер размером 2 на 2 метра,""Шатер 2х2м. Категория: туризм. Тип: путешествия. Подходит для: походов, путешествий, отдыха на природе. Складной шатер размером 2 на 2 метра"""
"Беседка садовая 3х3м,туризм,путешествия,Садовая беседка или шатер размером 3 на 3 метра,""Беседка садовая 3х3м. Категория: туризм. Тип: путешествия. Подходит для: походов, путешествий, отдыха на природе. Садовая беседка или шатер размером 3 на 3 метра"""
"Печь-коптильня уличная,техника,готовка,Уличная электрическая печь и коптильня,""Печь-коптильня уличная. Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Уличная электрическая печь и коптильня"""
"Умный аквариум с сенсором,дом,техника,Аквариум с сенсорной панелью управления и подсветкой,""Умный аквариум с сенсором. Категория: дом. Тип: техника. Подходит для: уюта, интерьера, новоселья. Аквариум с сенсорной панелью управления и подсветкой"""
"Гриль-коптильня XL,техника,готовка,Профессиональный уличный гриль,""Гриль-коптильня XL. Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Профессиональный уличный гриль"""
"Ковер Shaggy,дом,текстиль,Длинноворсовый ковер,""Ковер Shaggy. Категория: дом. Тип: текстиль. Подходит для: уюта, интерьера, новоселья. Длинноворсовый ковер"""
"Газовый гриль 3 конфорки,техника,готовка,Газовый гриль на 3 конфорки,""Газовый гриль 3 конфорки. Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Газовый гриль на 3 конфорки"""
"Газовый гриль 4 конфорки,техника,готовка,Гриль на 4 конфорки с боковой горелкой,""Газовый гриль 4 конфорки. Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Гриль на 4 конфорки с боковой горелкой"""
"Газовый гриль качественный,техника,готовка,Качественный газовый гриль на 3 конфорки,""Газовый гриль качественный. Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Качественный газовый гриль на 3 конфорки"""
"Газовый гриль 6 конфорок,техника,готовка,Мощный газовый гриль на 6 конфорок,""Газовый гриль 6 конфорок. Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Мощный газовый гриль на 6 конфорок"""
"Электрическая печь 13"",техника,готовка,Универсальная электрическая печь 13 дюймов,""Электрическая печь 13"""". Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Универсальная электрическая печь 13 дюймов"""
"Газовая печь для пиццы 16"",техника,готовка,Профессиональная 16-дюймовая печь для выпечки,""Газовая печь для пиццы 16"""". Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Профессиональная 16-дюймовая печь для выпечки"""
"Портативная печь с дверцей 16"",техника,готовка,Переносная газовая печь 16 дюймов для выпечки,""Портативная печь с дверцей 16"""". Категория: техника. Тип: готовка. Подходит для: быта, облегчения домашних дел, практичного подарка. Переносная газовая печь 16 дюймов для выпечки"""
"Садовый гарнитур мягкий,дом,мебель,Система мягких сидений для балкона или сада,""Садовый гарнитур мягкий. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Система мягких сидений для балкона или сада"""
"Диван садовый,дом,мебель,Двуспальный садовый диван,""Диван садовый. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Двуспальный садовый диван"""
"Подвесной гамак плавающий,дом,мебель,Комфортный плавающий гамак,""Подвесной гамак плавающий. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Комфортный плавающий гамак"""
"Гамак дизайнерский,дом,мебель,Дизайнерский подвесной гамак для отдыха на улице,""Гамак дизайнерский. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Дизайнерский подвесной гамак для отдыха на улице"""
"Мебель для балкона,дом,мебель,Компактная система сидений,""Мебель для балкона. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Компактная система сидений"""
"Стол-буфет для барбекю,дом,мебель,Уличный стол с поверхностью из нержавеющей стали,""Стол-буфет для барбекю. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Уличный стол с поверхностью из нержавеющей стали"""
"Летняя кухня с мойкой,дом,мебель,Уличный модуль с мойкой и рабочей поверхностью,""Летняя кухня с мойкой. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Уличный модуль с мойкой и рабочей поверхностью"""
"Зона отдыха садовая,дом,мебель,Комплект садовой мебели для отдыха,""Зона отдыха садовая. Категория: дом. Тип: мебель. Подходит для: уюта, интерьера, новоселья. Комплект садовой мебели для отдыха"""
"Набор инструментов в рабочем кейсе,инструменты,набор,Полный комплект инструментов для дома в кейсе,""Набор инструментов в рабочем кейсе. Категория: инструменты. Тип: набор. Подходит для: ремонта, мастера, работы по дому. Полный комплект инструментов для дома в кейсе"""
"Микшерный пульт 10 каналов,электроника,аудио,Профессиональный 10-канальный микшер с Bluetooth и USB,""Микшерный пульт 10 каналов. Категория: электроника. Тип: аудио. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Профессиональный 10-канальный микшер с Bluetooth и USB"""
"Проигрыватель виниловый,электроника,аудио,Виниловый проигрыватель с колонками 80 Вт и крышкой,""Проигрыватель виниловый. Категория: электроника. Тип: аудио. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Виниловый проигрыватель с колонками 80 Вт и крышкой"""
"Акустическая система 5.1 сателлитная,электроника,аудио,Сателлитная акустическая система 5.1 с сабвуфером,""Акустическая система 5.1 сателлитная. Категория: электроника. Тип: аудио. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Сателлитная акустическая система 5.1 с сабвуфером"""
"Саундбар беспроводной,электроника,аудио,Звуковой проектор 3.1 с беспроводным сабвуфером,""Саундбар беспроводной. Категория: электроника. Тип: аудио. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Звуковой проектор 3.1 с беспроводным сабвуфером"""
"Планшет 128ГБ,электроника,электроника,Планшет с памятью 128 ГБ,""Планшет 128ГБ. Категория: электроника. Тип: электроника. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Планшет с памятью 128 ГБ"""
"Ноутбук для работы и учебы,электроника,электроника,Ноутбук для работы и учебы,""Ноутбук для работы и учебы. Категория: электроника. Тип: электроника. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Ноутбук для работы и учебы"""
"Ноутбук производительный,электроника,электроника,Производительный ноутбук,""Ноутбук производительный. Категория: электроника. Тип: электроника. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Производительный ноутбук"""
"Сенсорный экран мобильный,электроника,телевизор,Мобильный профессиональный сенсорный дисплей,""Сенсорный экран мобильный. Категория: электроника. Тип: телевизор. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Мобильный профессиональный сенсорный дисплей"""
"Система безопасности умная,электроника,техника,Комплексная система видеонаблюдения,""Система безопасности умная. Категория: электроника. Тип: техника. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Комплексная система видеонаблюдения"""
"Игровой набор: кресло и гарнитура,электроника,мебель,Кресло для геймеров в комплекте с наушниками,""Игровой набор: кресло и гарнитура. Категория: электроника. Тип: мебель. Подходит для: гаджетоманов, любителей технологий, подарка мужчине или женщине. Кресло для геймеров в комплекте с наушниками"""
"Часы стальные,спорт,электроника,Спортивные часы из нержавеющей стали,""Часы стальные. Категория: спорт. Тип: электроника. Подходит для: активного образа жизни, тренировок, здоровья. Спортивные часы из нержавеющей стали"""
"Часы женские,спорт,электроника,Женские мультиспортивные смарт-часы,""Часы женские. Категория: спорт. Тип: электроника. Подходит для: активного образа жизни, тренировок, здоровья. Женские мультиспортивные смарт-часы"""
"Часы мужские,спорт,электроника,Мужские мультиспортивные смарт-часы,""Часы мужские. Категория: спорт. Тип: электроника. Подходит для: активного образа жизни, тренировок, здоровья. Мужские мультиспортивные смарт-часы"""
"Эллиптический тренажер компактный,спорт,здоровье,Компактный тренажер для тренировки ног дома,""Эллиптический тренажер компактный. Категория: спорт. Тип: здоровье. Подходит для: активного образа жизни, тренировок, здоровья. Компактный тренажер для тренировки ног дома"""
"Виброплатформа 4D профессиональная,спорт,здоровье,Профессиональный аппарат для массажа и тонуса 4D,""Виброплатформа 4D профессиональная. Категория: спорт. Тип: здоровье. Подходит для: активного образа жизни, тренировок, здоровья. Профессиональный аппарат для массажа и тонуса 4D"""
"Домашняя сауна портативная,красота,здоровье,Портативная паровая сауна для дома,""Домашняя сауна портативная. Категория: красота. Тип: здоровье. Подходит для: ухода за собой, релаксации, здоровья. Портативная паровая сауна для дома"""
"Стайлер-фен,красота,уход,Многофункциональный фен-стайлер,""Стайлер-фен. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Многофункциональный фен-стайлер"""
"Фен высокотехнологичный,красота,уход,Высокотехнологичный фен для бережной сушки волос,""Фен высокотехнологичный. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Высокотехнологичный фен для бережной сушки волос"""
"Эпилятор домашний,красота,уход,Аппарат для домашнего удаления волос,""Эпилятор домашний. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Аппарат для домашнего удаления волос"""
"Лазерный эпилятор,красота,уход,Лазерный аппарат для эпиляции,""Лазерный эпилятор. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Лазерный аппарат для эпиляции"""
"Фотоэпилятор,красота,уход,Лазерный эпилятор,""Фотоэпилятор. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Лазерный эпилятор"""
"Аппарат косметологический,красота,уход,Устройство для профессионального ухода за кожей,""Аппарат косметологический. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Устройство для профессионального ухода за кожей"""
"Прибор эстетический,красота,уход,Аппарат для эстетической косметологии,""Прибор эстетический. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Аппарат для эстетической косметологии"""
"Омолаживающий аппарат,красота,уход,Устройство против старения кожи,""Омолаживающий аппарат. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Устройство против старения кожи"""
"Аппарат для лифтинга,красота,уход,Аппарат для лифтинга и омоложения лица,""Аппарат для лифтинга. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Аппарат для лифтинга и омоложения лица"""
"Аппарат для тонуса тела,красота,уход,Устройство для коррекции фигуры,""Аппарат для тонуса тела. Категория: красота. Тип: уход. Подходит для: ухода за собой, релаксации, здоровья. Устройство для коррекции фигуры"""
"Автохолодильник 30л переносной,техника,техника,Переносной холодильник-морозильник для автомобиля,""Автохолодильник 30л переносной. Категория: техника. Тип: техника. Подходит для: быта, облегчения домашних дел, практичного подарка. Переносной холодильник-морозильник для автомобиля"""
"Компрессорный холодильник мобильный,техника,техника,Мобильный холодильник с питанием 12/220В,""Компрессорный холодильник мобильный. Категория: техника. Тип: техника. Подходит для: быта, облегчения домашних дел, практичного подарка. Мобильный холодильник с питанием 12/220В"""
"Туристический набор семейный,туризм,набор,Большой семейный пакет для походов и кемпинга,""Туристический набор семейный. Категория: туризм. Тип: набор. Подходит для: походов, путешествий, отдыха на природе. Большой семейный пакет для походов и кемпинга"""
"Электростанция портативная,техника,техника,Портативный источник питания,""Электростанция портативная. Категория: техника. Тип: техника. Подходит для: быта, облегчения домашних дел, практичного подарка. Портативный источник питания"""
"Аэрохоккей 5 футов складной,дети,мебель,Складной стол для аэрохоккея среднего размера,""Аэрохоккей 5 футов складной. Категория: дети. Тип: мебель. Подходит для: детей, родителей, семейного досуга. Складной стол для аэрохоккея среднего размера"""
"Сапборд надувной для моря,спорт,путешествия,Надувная доска для серфинга и прогулок по воде,""Сапборд надувной для моря. Категория: спорт. Тип: путешествия. Подходит для: активного образа жизни, тренировок, здоровья. Надувная доска для серфинга и прогулок по воде"""
